ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,SALES,ORDER LINE NUMBER,ORDER DATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,MONTH-YEAR,PRODUCT LINE,MSRP,PRODUCT CODE,CUSTOMER NAME,PHONE,ADDRESS LINE1,ADDRESS LINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACT LAST NAME,CONTACT FIRST NAME,DEALSIZE
10324,20,$98.18,"$1,963.60",11,11-05-2004,Shipped,4,11,2004,2004-11,Trucks and Buses,96,S32_1268,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small
10335,44,$100.00,"$4,400.00",1,11/19/2004,Shipped,4,11,2004,2004-11,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10348,42,$100.00,"$4,200.00",3,11-01-2004,Shipped,4,11,2004,2004-11,Trucks and Buses,96,S32_1268,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Medium
10358,41,$100.00,"$4,100.00",1,12-10-2004,Shipped,4,12,2004,2004-12,Trucks and Buses,96,S32_1268,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10371,26,$100.00,"$2,600.00",1,1/23/2005,Shipped,1,1,2005,2005-01,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10382,26,$100.00,"$2,600.00",6,2/17/2005,Shipped,1,2,2005,2005-02,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10411,26,$100.00,"$2,600.00",1,05-01-2005,Shipped,2,5,2005,2005-05,Trucks and Buses,96,S32_1268,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Small
10425,41,$86.68,"$3,553.88",11,5/31/2005,In Process,2,5,2005,2005-05,Trucks and Buses,96,S32_1268,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10107,20,$92.90,"$1,858.00",8,2/24/2003,Shipped,1,2,2003,2003-02,Motorcycles,99,S32_1374,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10120,22,$100.00,"$2,200.00",6,4/29/2003,Shipped,2,4,2003,2003-04,Motorcycles,99,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10133,23,$100.00,"$2,300.00",1,6/27/2003,Shipped,2,6,2003,2003-06,Motorcycles,99,S32_1374,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10145,33,$93.90,"$3,098.70",12,8/25/2003,Shipped,3,8,2003,2003-08,Motorcycles,99,S32_1374,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10168,28,$100.00,"$2,800.00",7,10/28/2003,Shipped,4,10,2003,2003-10,Motorcycles,99,S32_1374,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10188,44,$98.89,"$4,351.16",7,11/18/2003,Shipped,4,11,2003,2003-11,Motorcycles,99,S32_1374,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10210,46,$79.91,"$3,675.86",5,01-12-2004,Shipped,1,1,2004,2004-01,Motorcycles,99,S32_1374,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10223,21,$100.00,"$2,100.00",7,2/20/2004,Shipped,1,2,2004,2004-02,Motorcycles,99,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10235,41,$100.00,"$4,100.00",1,04-02-2004,Shipped,2,4,2004,2004-04,Motorcycles,99,S32_1374,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10250,31,$100.00,"$3,100.00",2,05-11-2004,Shipped,2,5,2004,2004-05,Motorcycles,99,S32_1374,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10263,31,$79.91,"$2,477.21",8,6/28/2004,Shipped,2,6,2004,2004-06,Motorcycles,99,S32_1374,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10275,23,$81.91,"$1,883.93",7,7/23/2004,Shipped,3,7,2004,2004-07,Motorcycles,99,S32_1374,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10285,37,$98.89,"$3,658.93",12,8/27/2004,Shipped,3,8,2004,2004-08,Motorcycles,99,S32_1374,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10297,26,$100.00,"$2,600.00",2,9/16/2004,Shipped,3,9,2004,2004-09,Motorcycles,99,S32_1374,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
10308,24,$79.91,"$1,917.84",5,10/15/2004,Shipped,4,10,2004,2004-10,Motorcycles,99,S32_1374,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10318,47,$100.00,"$4,700.00",7,11-02-2004,Shipped,4,11,2004,2004-11,Motorcycles,99,S32_1374,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10329,45,$63.91,"$2,875.95",11,11/15/2004,Shipped,4,11,2004,2004-11,Motorcycles,99,S32_1374,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10340,55,$100.00,"$5,500.00",2,11/24/2004,Shipped,4,11,2004,2004-11,Motorcycles,99,S32_1374,Enaco Distributors,(93) 203 4555,"Rambla de Catalu?, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10353,46,$81.17,"$3,733.82",5,12-04-2004,Shipped,4,12,2004,2004-12,Motorcycles,99,S32_1374,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10363,50,$100.00,"$5,000.00",2,01-06-2005,Shipped,1,1,2005,2005-01,Motorcycles,99,S32_1374,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10375,37,$100.00,"$3,700.00",3,02-03-2005,Shipped,1,2,2005,2005-02,Motorcycles,99,S32_1374,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10387,44,$94.90,"$4,175.60",1,03-02-2005,Shipped,1,3,2005,2005-03,Motorcycles,99,S32_1374,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10401,49,$100.00,"$4,900.00",1,04-03-2005,On Hold,2,4,2005,2005-04,Motorcycles,99,S32_1374,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Medium
10416,45,$100.00,"$4,500.00",2,05-10-2005,Shipped,2,5,2005,2005-05,Motorcycles,99,S32_1374,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10108,27,$43.45,"$1,173.15",13,03-03-2003,Shipped,1,3,2003,2003-03,Motorcycles,40,S32_2206,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small
10122,31,$44.66,"$1,384.46",17,05-08-2003,Shipped,2,5,2003,2003-05,Motorcycles,40,S32_2206,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10135,33,$40.23,"$1,327.59",14,07-02-2003,Shipped,3,7,2003,2003-07,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10145,31,$35.80,"$1,109.80",1,8/25/2003,Shipped,3,8,2003,2003-08,Motorcycles,40,S32_2206,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10159,35,$35.40,"$1,239.00",9,10-10-2003,Shipped,4,10,2003,2003-10,Motorcycles,40,S32_2206,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10169,26,$39.83,"$1,035.58",9,11-04-2003,Shipped,4,11,2003,2003-11,Motorcycles,40,S32_2206,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10180,34,$45.46,"$1,545.64",4,11-11-2003,Shipped,4,11,2003,2003-11,Motorcycles,40,S32_2206,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10190,46,$32.99,"$1,517.54",1,11/19/2003,Shipped,4,11,2003,2003-11,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10211,41,$42.24,"$1,731.84",9,1/15/2004,Shipped,1,1,2004,2004-01,Motorcycles,40,S32_2206,Auto Canal Petit,(1) 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10224,43,$39.43,"$1,695.49",2,2/21/2004,Shipped,1,2,2004,2004-02,Motorcycles,40,S32_2206,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10237,26,$40.23,"$1,045.98",2,04-05-2004,Shipped,2,4,2004,2004-04,Motorcycles,40,S32_2206,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small
10252,36,$48.28,"$1,738.08",6,5/26/2004,Shipped,2,5,2004,2004-05,Motorcycles,40,S32_2206,Auto Canal Petit,(1) 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10264,20,$32.59,$651.80,4,6/30/2004,Shipped,2,6,2004,2004-06,Motorcycles,40,S32_2206,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10276,27,$36.61,$988.47,10,08-02-2004,Shipped,3,8,2004,2004-08,Motorcycles,40,S32_2206,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Small
10285,37,$41.03,"$1,518.11",1,8/27/2004,Shipped,3,8,2004,2004-08,Motorcycles,40,S32_2206,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10299,24,$42.24,"$1,013.76",4,9/30/2004,Shipped,3,9,2004,2004-09,Motorcycles,40,S32_2206,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10310,36,$43.05,"$1,549.80",17,10/16/2004,Shipped,4,10,2004,2004-10,Motorcycles,40,S32_2206,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small
10319,29,$38.22,"$1,108.38",5,11-03-2004,Shipped,4,11,2004,2004-11,Motorcycles,40,S32_2206,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA,Kuo,Kee,Small
10331,28,$100.00,"$2,800.00",3,11/17/2004,Shipped,4,11,2004,2004-11,Motorcycles,40,S32_2206,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10343,29,$100.00,"$2,900.00",5,11/24/2004,Shipped,4,11,2004,2004-11,Motorcycles,40,S32_2206,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10355,38,$39.83,"$1,513.54",10,12-07-2004,Shipped,4,12,2004,2004-12,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10364,48,$48.28,"$2,317.44",1,01-06-2005,Shipped,1,1,2005,2005-01,Motorcycles,40,S32_2206,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10378,40,$82.46,"$3,298.40",1,02-10-2005,Shipped,1,2,2005,2005-02,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10390,41,$44.56,"$1,826.96",11,03-04-2005,Shipped,1,3,2005,2005-03,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10403,30,$40.23,"$1,206.90",2,04-08-2005,Shipped,2,4,2005,2005-04,Motorcycles,40,S32_2206,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
10104,35,$47.62,"$1,666.70",11,1/31/2003,Shipped,1,1,2003,2003-01,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10114,28,$55.73,"$1,560.44",2,04-01-2003,Shipped,2,4,2003,2003-04,Trucks and Buses,54,S32_2509,"La Corne D'abondance, Co.",(1) 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small
10127,45,$51.95,"$2,337.75",13,06-03-2003,Shipped,2,6,2003,2003-06,Trucks and Buses,54,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small
10141,24,$45.99,"$1,103.76",7,08-01-2003,Shipped,3,8,2003,2003-08,Trucks and Buses,54,S32_2509,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10151,41,$63.85,"$2,617.85",5,9/21/2003,Shipped,3,9,2003,2003-09,Trucks and Buses,54,S32_2509,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10165,48,$45.99,"$2,207.52",14,10/22/2003,Shipped,4,10,2003,2003-10,Trucks and Buses,54,S32_2509,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10175,50,$63.31,"$3,165.50",3,11-06-2003,Shipped,4,11,2003,2003-11,Trucks and Buses,54,S32_2509,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10184,33,$62.77,"$2,071.41",8,11/14/2003,Shipped,4,11,2003,2003-11,Trucks and Buses,54,S32_2509,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small
10195,32,$43.29,"$1,385.28",8,11/25/2003,Shipped,4,11,2003,2003-11,Trucks and Buses,54,S32_2509,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10207,27,$60.06,"$1,621.62",9,12-09-2003,Shipped,4,12,2003,2003-12,Trucks and Buses,54,S32_2509,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small
10219,35,$55.19,"$1,931.65",4,02-10-2004,Shipped,1,2,2004,2004-02,Trucks and Buses,54,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small
10229,23,$54.11,"$1,244.53",3,03-11-2004,Shipped,1,3,2004,2004-03,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10246,35,$48.70,"$1,704.50",7,05-05-2004,Shipped,2,5,2004,2004-05,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10259,40,$43.83,"$1,753.20",6,6/15/2004,Shipped,2,6,2004,2004-06,Trucks and Buses,54,S32_2509,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10271,35,$47.62,"$1,666.70",7,7/20/2004,Shipped,3,7,2004,2004-07,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10281,31,$55.19,"$1,710.89",3,8/19/2004,Shipped,3,8,2004,2004-08,Trucks and Buses,54,S32_2509,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10292,50,$46.53,"$2,326.50",10,09-08-2004,Shipped,3,9,2004,2004-09,Trucks and Buses,54,S32_2509,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10305,40,$57.90,"$2,316.00",7,10/13/2004,Shipped,4,10,2004,2004-10,Trucks and Buses,54,S32_2509,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10313,38,$45.45,"$1,727.10",1,10/22/2004,Shipped,4,10,2004,2004-10,Trucks and Buses,54,S32_2509,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10325,38,$100.00,"$3,800.00",3,11-05-2004,Shipped,4,11,2004,2004-11,Trucks and Buses,54,S32_2509,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Large
10335,40,$60.60,"$2,424.00",3,11/19/2004,Shipped,4,11,2004,2004-11,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10349,33,$46.53,"$1,535.49",1,12-01-2004,Shipped,4,12,2004,2004-12,Trucks and Buses,54,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small
10359,36,$100.00,"$3,600.00",3,12/15/2004,Shipped,4,12,2004,2004-12,Trucks and Buses,54,S32_2509,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10371,20,$66.47,"$1,329.40",2,1/23/2005,Shipped,1,1,2005,2005-01,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10383,32,$53.18,"$1,701.76",5,2/22/2005,Shipped,1,2,2005,2005-02,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10394,36,$62.77,"$2,259.72",3,3/15/2005,Shipped,1,3,2005,2005-03,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10412,19,$48.70,$925.30,7,05-03-2005,Shipped,2,5,2005,2005-05,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10425,11,$43.83,$482.13,6,5/31/2005,In Process,2,5,2005,2005-05,Trucks and Buses,54,S32_2509,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10104,49,$65.87,"$3,227.63",4,1/31/2003,Shipped,1,1,2003,2003-01,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10116,27,$63.38,"$1,711.26",1,04-11-2003,Shipped,2,4,2003,2003-04,Trains,62,S32_3207,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Small
10127,29,$70.84,"$2,054.36",6,06-03-2003,Shipped,2,6,2003,2003-06,Trains,62,S32_3207,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small
10142,42,$74.57,"$3,131.94",16,08-08-2003,Shipped,3,8,2003,2003-08,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10152,33,$50.95,"$1,681.35",2,9/25/2003,Shipped,3,9,2003,2003-09,Trains,62,S32_3207,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10165,44,$53.44,"$2,351.36",7,10/22/2003,Shipped,4,10,2003,2003-10,Trains,62,S32_3207,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10176,22,$64.00,"$1,408.00",6,11-06-2003,Shipped,4,11,2003,2003-11,Trains,62,S32_3207,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10184,48,$50.95,"$2,445.60",1,11/14/2003,Shipped,4,11,2003,2003-11,Trains,62,S32_3207,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small
10195,33,$54.68,"$1,804.44",1,11/25/2003,Shipped,4,11,2003,2003-11,Trains,62,S32_3207,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10207,45,$56.55,"$2,544.75",2,12-09-2003,Shipped,4,12,2003,2003-12,Trains,62,S32_3207,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small
10220,20,$52.82,"$1,056.40",6,02-12-2004,Shipped,1,2,2004,2004-02,Trains,62,S32_3207,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
10230,46,$60.90,"$2,801.40",4,3/15/2004,Shipped,1,3,2004,2004-03,Trains,62,S32_3207,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small
10247,40,$49.71,"$1,988.40",6,05-05-2004,Shipped,2,5,2004,2004-05,Trains,62,S32_3207,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10272,45,$64.63,"$2,908.35",6,7/20/2004,Shipped,3,7,2004,2004-07,Trains,62,S32_3207,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10282,36,$59.65,"$2,147.40",9,8/20/2004,Shipped,3,8,2004,2004-08,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10292,31,$67.73,"$2,099.63",3,09-08-2004,Shipped,3,9,2004,2004-09,Trains,62,S32_3207,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10306,46,$50.33,"$2,315.18",17,10/14/2004,Shipped,4,10,2004,2004-10,Trains,62,S32_3207,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10314,35,$66.49,"$2,327.15",9,10/22/2004,Shipped,4,10,2004,2004-10,Trains,62,S32_3207,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
10325,28,$100.00,"$2,800.00",2,11-05-2004,Shipped,4,11,2004,2004-11,Trains,62,S32_3207,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10336,31,$84.71,"$2,626.01",9,11/20/2004,Shipped,4,11,2004,2004-11,Trains,62,S32_3207,"La Corne D'abondance, Co.",(1) 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small
10350,27,$100.00,"$2,700.00",14,12-02-2004,Shipped,4,12,2004,2004-12,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10359,22,$100.00,"$2,200.00",1,12/15/2004,Shipped,4,12,2004,2004-12,Trains,62,S32_3207,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10371,30,$99.55,"$2,986.50",11,1/23/2005,Shipped,1,1,2005,2005-01,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10383,44,$36.07,"$1,587.08",8,2/22/2005,Shipped,1,2,2005,2005-02,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10394,30,$60.28,"$1,808.40",4,3/15/2005,Shipped,1,3,2005,2005-03,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10413,24,$49.71,"$1,193.04",6,05-05-2005,Shipped,2,5,2005,2005-05,Trains,62,S32_3207,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small
